Gender,Event M/W,Location,Year,Medal,Name,Nationality,Result,Event,Time_Cleaned,MixMatch
M,3000M Steeplechase Men,Atlanta,1996,S,Moses KIPTANUI,KEN,00:08:08,3000M Steeplechase,488,MAtlanta1996S3000M Steeplechase
M,3000M Steeplechase Men,Atlanta,1996,B,Alessandro LAMBRUSCHINI,ITA,00:08:11,3000M Steeplechase,491,MAtlanta1996B3000M Steeplechase
M,3000M Steeplechase Men,Moscow,1980,G,Bronislaw MALINOWSKI,POL,00:08:10,3000M Steeplechase,490,MMoscow1980G3000M Steeplechase
M,3000M Steeplechase Men,Moscow,1980,S,Filbert BAYI,TAN,00:08:13,3000M Steeplechase,493,MMoscow1980S3000M Steeplechase
M,3000M Steeplechase Men,Moscow,1980,B,Eshetu TURA,ETH,00:08:14,3000M Steeplechase,494,MMoscow1980B3000M Steeplechase
M,3000M Steeplechase Men,Munich,1972,G,Kip KEINO,KEN,00:08:24,3000M Steeplechase,504,MMunich1972G3000M Steeplechase
M,3000M Steeplechase Men,Munich,1972,S,Ben JIPCHO,KEN,00:08:25,3000M Steeplechase,505,MMunich1972S3000M Steeplechase
M,3000M Steeplechase Men,Munich,1972,B,Tapio KANTANEN,FIN,00:08:25,3000M Steeplechase,505,MMunich1972B3000M Steeplechase
M,3000M Steeplechase Men,Tokyo,1964,G,Gaston ROELANTS,BEL,00:08:31,3000M Steeplechase,511,MTokyo1964G3000M Steeplechase
M,3000M Steeplechase Men,Tokyo,1964,S,Maurice HERRIOTT,GBR,00:08:32,3000M Steeplechase,512,MTokyo1964S3000M Steeplechase
M,3000M Steeplechase Men,Tokyo,1964,B,Ivan BELYAEV,URS,00:08:34,3000M Steeplechase,514,MTokyo1964B3000M Steeplechase
M,3000M Steeplechase Men,Melbourne / Stockholm,1956,G,Christopher William BRASHER,GBR,00:08:41,3000M Steeplechase,521,MMelbourne / Stockholm1956G3000M Steeplechase
M,3000M Steeplechase Men,Melbourne / Stockholm,1956,S,SÃÂ¡ndor ROZSNYÃ?I,HUN,00:08:44,3000M Steeplechase,524,MMelbourne / Stockholm1956S3000M Steeplechase
M,3000M Steeplechase Men,Melbourne / Stockholm,1956,B,Ernst LARSEN,NOR,00:08:44,3000M Steeplechase,524,MMelbourne / Stockholm1956B3000M Steeplechase
M,3000M Steeplechase Men,London,1948,G,Tore SJÃSTRAND,SWE,00:09:05,3000M Steeplechase,545,MLondon1948G3000M Steeplechase
M,3000M Steeplechase Men,London,1948,S,Fritz Erik ELMSÃ?TER,SWE,00:09:08,3000M Steeplechase,548,MLondon1948S3000M Steeplechase
M,3000M Steeplechase Men,London,1948,B,Gote Ernst HAGSTROM,SWE,00:09:12,3000M Steeplechase,552,MLondon1948B3000M Steeplechase
M,3000M Steeplechase Men,Los Angeles,1932,G,Volmari ISO-HOLLO,FIN,00:10:33,3000M Steeplechase,633,MLos Angeles1932G3000M Steeplechase
M,3000M Steeplechase Men,Los Angeles,1932,S,Thomas EVENSON,GBR,00:10:46,3000M Steeplechase,646,MLos Angeles1932S3000M Steeplechase
M,3000M Steeplechase Men,Los Angeles,1932,B,Joseph MCCLUSKEY,USA,00:10:46,3000M Steeplechase,646,MLos Angeles1932B3000M Steeplechase
M,3000M Steeplechase Men,Paris,1924,G,Ville RITOLA,FIN,00:09:34,3000M Steeplechase,574,MParis1924G3000M Steeplechase
M,3000M Steeplechase Men,Paris,1924,S,Elias KATZ,FIN,00:09:44,3000M Steeplechase,584,MParis1924S3000M Steeplechase
M,3000M Steeplechase Men,Paris,1924,B,Paul BONTEMPS,FRA,00:09:45,3000M Steeplechase,585,MParis1924B3000M Steeplechase
M,3000M Steeplechase Men,St Louis,1904,G,James LIGHTBODY,USA,00:07:40,3000M Steeplechase,460,MSt Louis1904G3000M Steeplechase
M,3000M Steeplechase Men,St Louis,1904,S,John DALY,GBR,00:07:41,3000M Steeplechase,461,MSt Louis1904S3000M Steeplechase
M,3000M Steeplechase Men,St Louis,1904,B,Arthur NEWTON,USA,None,3000M Steeplechase,0,MSt Louis1904B3000M Steeplechase
M,400M Hurdles Men,Rio,2016,G,Kerron CLEMENT,USA,47.73,400M Hurdles,47.73,MRio2016G400M Hurdles
M,400M Hurdles Men,Rio,2016,S,Boniface MUCHERU,KEN,47.78,400M Hurdles,47.78,MRio2016S400M Hurdles
M,400M Hurdles Men,Rio,2016,B,Yasmani COPELLO,TUR,47.92,400M Hurdles,47.92,MRio2016B400M Hurdles
M,400M Hurdles Men,Beijing,2008,G,Angelo TAYLOR,USA,47.25,400M Hurdles,47.25,MBeijing2008G400M Hurdles
M,400M Hurdles Men,Beijing,2008,S,Kerron CLEMENT,USA,47.98,400M Hurdles,47.98,MBeijing2008S400M Hurdles
M,400M Hurdles Men,Beijing,2008,B,Bershawn JACKSON,USA,48.06,400M Hurdles,48.06,MBeijing2008B400M Hurdles
M,400M Hurdles Men,Sydney,2000,G,Angelo TAYLOR,USA,47.5,400M Hurdles,47.5,MSydney2000G400M Hurdles
M,400M Hurdles Men,Sydney,2000,S,Hadi Soua An AL SOMAILY,KSA,47.53,400M Hurdles,47.53,MSydney2000S400M Hurdles
M,400M Hurdles Men,Sydney,2000,B,Llewellyn HERBERT,RSA,47.81,400M Hurdles,47.81,MSydney2000B400M Hurdles
M,400M Hurdles Men,Barcelona,1992,G,Kevin YOUNG,USA,46.78,400M Hurdles,46.78,MBarcelona1992G400M Hurdles
M,400M Hurdles Men,Barcelona,1992,S,Winthrop GRAHAM,JAM,47.66,400M Hurdles,47.66,MBarcelona1992S400M Hurdles
M,400M Hurdles Men,Barcelona,1992,B,Kriss AKABUSI,GBR,47.82,400M Hurdles,47.82,MBarcelona1992B400M Hurdles
M,400M Hurdles Men,Los Angeles,1984,G,Edwin MOSES,USA,47.75,400M Hurdles,47.75,MLos Angeles1984G400M Hurdles
M,400M Hurdles Men,Los Angeles,1984,S,Danny HARRIS,USA,48.13,400M Hurdles,48.13,MLos Angeles1984S400M Hurdles
M,400M Hurdles Men,Los Angeles,1984,B,Harald SCHMID,FRG,48.19,400M Hurdles,48.19,MLos Angeles1984B400M Hurdles
M,400M Hurdles Men,Montreal,1976,G,Edwin MOSES,USA,47.64,400M Hurdles,47.64,MMontreal1976G400M Hurdles
M,400M Hurdles Men,Montreal,1976,S,Michael Lyle SHINE,USA,48.69,400M Hurdles,48.69,MMontreal1976S400M Hurdles
M,400M Hurdles Men,Montreal,1976,B,Yevgeni GAVRILENKO,URS,49.45,400M Hurdles,49.45,MMontreal1976B400M Hurdles
M,400M Hurdles Men,Mexico,1968,G,David HEMERY,GBR,48.1,400M Hurdles,48.1,MMexico1968G400M Hurdles
M,400M Hurdles Men,Mexico,1968,S,Gerhard HENNIGE,FRG,49,400M Hurdles,49,MMexico1968S400M Hurdles
M,400M Hurdles Men,Mexico,1968,B,John SHERWOOD,GBR,49,400M Hurdles,49,MMexico1968B400M Hurdles
M,400M Hurdles Men,Rome,1960,G,Glenn DAVIS,USA,49.3,400M Hurdles,49.3,MRome1960G400M Hurdles
M,400M Hurdles Men,Rome,1960,S,Clifton Emmett CUSHMAN,USA,49.6,400M Hurdles,49.6,MRome1960S400M Hurdles
M,400M Hurdles Men,Rome,1960,B,Richard HOWARD,USA,49.7,400M Hurdles,49.7,MRome1960B400M Hurdles
M,400M Hurdles Men,Helsinki,1952,G,Charles Hewes Jr. MOORE,USA,50.8,400M Hurdles,50.8,MHelsinki1952G400M Hurdles
M,400M Hurdles Men,Helsinki,1952,S,Yury Nikolayevich LITUYEV,URS,51.3,400M Hurdles,51.3,MHelsinki1952S400M Hurdles
M,400M Hurdles Men,Helsinki,1952,B,John Macfarlane HOLLAND,NZL,52.2,400M Hurdles,52.2,MHelsinki1952B400M Hurdles
M,400M Hurdles Men,Berlin,1936,G,Glenn HARDIN,USA,52.4,400M Hurdles,52.4,MBerlin1936G400M Hurdles
M,400M Hurdles Men,Berlin,1936,S,John LOARING,CAN,52.7,400M Hurdles,52.7,MBerlin1936S400M Hurdles
M,400M Hurdles Men,Berlin,1936,B,Miguel WHITE,PHI,52.8,400M Hurdles,52.8,MBerlin1936B400M Hurdles
M,400M Hurdles Men,Amsterdam,1928,G,David George BURGHLEY,GBR,53.4,400M Hurdles,53.4,MAmsterdam1928G400M Hurdles
M,400M Hurdles Men,Amsterdam,1928,S,Frank CUHEL,USA,53.6,400M Hurdles,53.6,MAmsterdam1928S400M Hurdles
M,400M Hurdles Men,Amsterdam,1928,B,Morgan TAYLOR,USA,53.6,400M Hurdles,53.6,MAmsterdam1928B400M Hurdles
M,400M Hurdles Men,Antwerp,1920,G,Frank LOOMIS,USA,00:00:54,400M Hurdles,54,MAntwerp1920G400M Hurdles
M,400M Hurdles Men,Antwerp,1920,S,John NORTON,USA,54.6,400M Hurdles,54.6,MAntwerp1920S400M Hurdles
M,400M Hurdles Men,Antwerp,1920,B,August DESCH,USA,54.7,400M Hurdles,54.7,MAntwerp1920B400M Hurdles
M,400M Hurdles Men,St Louis,1904,G,Harry HILLMAN,USA,53,400M Hurdles,53,MSt Louis1904G400M Hurdles
M,400M Hurdles Men,St Louis,1904,S,Frank WALLER,USA,53.2,400M Hurdles,53.2,MSt Louis1904S400M Hurdles
M,400M Hurdles Men,St Louis,1904,B,George POAGE,USA,None,400M Hurdles,0,MSt Louis1904B400M Hurdles
M,400M Hurdles Men,London,2012,G,Felix SANCHEZ,DOM,47.63,400M Hurdles,47.63,MLondon2012G400M Hurdles
M,400M Hurdles Men,London,2012,S,Michael TINSLEY,USA,47.91,400M Hurdles,47.91,MLondon2012S400M Hurdles
M,400M Hurdles Men,London,2012,B,Javier CULSON,PUR,48.1,400M Hurdles,48.1,MLondon2012B400M Hurdles
M,400M Hurdles Men,Athens,2004,G,Felix SANCHEZ,DOM,47.63,400M Hurdles,47.63,MAthens2004G400M Hurdles
M,400M Hurdles Men,Athens,2004,S,Danny MCFARLANE,JAM,48.11,400M Hurdles,48.11,MAthens2004S400M Hurdles
M,400M Hurdles Men,Athens,2004,B,Naman KEITA,FRA,48.26,400M Hurdles,48.26,MAthens2004B400M Hurdles
M,400M Hurdles Men,Atlanta,1996,G,Derrick ADKINS,USA,47.54,400M Hurdles,47.54,MAtlanta1996G400M Hurdles
M,400M Hurdles Men,Atlanta,1996,S,Samuel MATETE,ZAM,47.78,400M Hurdles,47.78,MAtlanta1996S400M Hurdles
M,400M Hurdles Men,Atlanta,1996,B,Calvin DAVIS,USA,47.96,400M Hurdles,47.96,MAtlanta1996B400M Hurdles
M,400M Hurdles Men,Moscow,1980,G,Volker BECK,GDR,48.7,400M Hurdles,48.7,MMoscow1980G400M Hurdles
M,400M Hurdles Men,Moscow,1980,S,Vasili ARKHIPENKO,URS,48.86,400M Hurdles,48.86,MMoscow1980S400M Hurdles
M,400M Hurdles Men,Moscow,1980,B,Gary OAKES,GBR,49.11,400M Hurdles,49.11,MMoscow1980B400M Hurdles
M,400M Hurdles Men,Munich,1972,G,John AKII-BUA,UGA,47.82,400M Hurdles,47.82,MMunich1972G400M Hurdles
M,400M Hurdles Men,Munich,1972,S,Ralph MANN,USA,48.51,400M Hurdles,48.51,MMunich1972S400M Hurdles
M,400M Hurdles Men,Munich,1972,B,David HEMERY,GBR,48.52,400M Hurdles,48.52,MMunich1972B400M Hurdles
M,400M Hurdles Men,Tokyo,1964,G,Warren (Rex) Jay CAWLEY,USA,49.6,400M Hurdles,49.6,MTokyo1964G400M Hurdles
M,400M Hurdles Men,Tokyo,1964,S,John COOPER,GBR,50.1,400M Hurdles,50.1,MTokyo1964S400M Hurdles
M,400M Hurdles Men,Tokyo,1964,B,Salvatore MORALE,ITA,50.1,400M Hurdles,50.1,MTokyo1964B400M Hurdles
M,400M Hurdles Men,Melbourne / Stockholm,1956,G,Glenn DAVIS,USA,50.1,400M Hurdles,50.1,MMelbourne / Stockholm1956G400M Hurdles
M,400M Hurdles Men,Melbourne / Stockholm,1956,S,Eddie SOUTHERN,USA,50.8,400M Hurdles,50.8,MMelbourne / Stockholm1956S400M Hurdles
M,400M Hurdles Men,Melbourne / Stockholm,1956,B,Josh CULBREATH,USA,51.6,400M Hurdles,51.6,MMelbourne / Stockholm1956B400M Hurdles
M,400M Hurdles Men,London,1948,G,Roy Braxton COCHRAN,USA,51.1,400M Hurdles,51.1,MLondon1948G400M Hurdles
M,400M Hurdles Men,London,1948,S,Duncan WHITE,SRI,51.8,400M Hurdles,51.8,MLondon1948S400M Hurdles
M,400M Hurdles Men,London,1948,B,Rune LARSSON,SWE,52.2,400M Hurdles,52.2,MLondon1948B400M Hurdles
M,400M Hurdles Men,Los Angeles,1932,G,Robert Morton Newburgh TISDALL,IRL,51.8,400M Hurdles,51.8,MLos Angeles1932G400M Hurdles
M,400M Hurdles Men,Los Angeles,1932,S,Glenn HARDIN,USA,51.9,400M Hurdles,51.9,MLos Angeles1932S400M Hurdles
M,400M Hurdles Men,Los Angeles,1932,B,Morgan TAYLOR,USA,52,400M Hurdles,52,MLos Angeles1932B400M Hurdles
M,400M Hurdles Men,Paris,1924,G,Morgan TAYLOR,USA,52.6,400M Hurdles,52.6,MParis1924G400M Hurdles
M,400M Hurdles Men,Paris,1924,S,Erkka WILEN,FIN,53.8,400M Hurdles,53.8,MParis1924S400M Hurdles
M,400M Hurdles Men,Paris,1924,B,Ivan RILEY,USA,54.2,400M Hurdles,54.2,MParis1924B400M Hurdles
M,400M Hurdles Men,London,1908,G,Charles BACON,USA,55,400M Hurdles,55,MLondon1908G400M Hurdles
M,400M Hurdles Men,London,1908,S,Harry HILLMAN,USA,None,400M Hurdles,0,MLondon1908S400M Hurdles
M,400M Hurdles Men,London,1908,B,Leonard Francis TREMEER,GBR,None,400M Hurdles,0,MLondon1908B400M Hurdles
M,400M Hurdles Men,Paris,1900,G,Walter TEWKSBURY,USA,57.6,400M Hurdles,57.6,MParis1900G400M Hurdles
M,400M Hurdles Men,Paris,1900,S,Henri TAUZIN,FRA,58.3,400M Hurdles,58.3,MParis1900S400M Hurdles
M,400M Hurdles Men,Paris,1900,B,George ORTON,CAN,None,400M Hurdles,0,MParis1900B400M Hurdles
M,400M Men,Rio,2016,G,Wayde VAN NIEKERK,RSA,43.03,400M,43.03,MRio2016G400M
M,400M Men,Rio,2016,S,Kirani JAMES,GRN,43.76,400M,43.76,MRio2016S400M
M,400M Men,Rio,2016,B,Lashawn MERRITT,USA,43.85,400M,43.85,MRio2016B400M
M,400M Men,Beijing,2008,G,Lashawn MERRITT,USA,43.75,400M,43.75,MBeijing2008G400M
M,400M Men,Beijing,2008,S,Jeremy WARINER,USA,44.74,400M,44.74,MBeijing2008S400M
M,400M Men,Beijing,2008,B,David NEVILLE,USA,44.8,400M,44.8,MBeijing2008B400M
M,400M Men,Sydney,2000,G,Michael JOHNSON,USA,43.84,400M,43.84,MSydney2000G400M
M,400M Men,Sydney,2000,S,Alvin HARRISON,USA,44.4,400M,44.4,MSydney2000S400M
M,400M Men,Sydney,2000,B,Greg HAUGHTON,JAM,44.7,400M,44.7,MSydney2000B400M
M,400M Men,Barcelona,1992,G,Quincy WATTS,USA,43.5,400M,43.5,MBarcelona1992G400M
M,400M Men,Barcelona,1992,S,Steve LEWIS,USA,44.21,400M,44.21,MBarcelona1992S400M
M,400M Men,Barcelona,1992,B,Samson KITUR,KEN,44.24,400M,44.24,MBarcelona1992B400M
M,400M Men,Los Angeles,1984,G,Alonzo BABERS,USA,44.27,400M,44.27,MLos Angeles1984G400M
M,400M Men,Los Angeles,1984,S,Gabriel TIACOH,CIV,44.54,400M,44.54,MLos Angeles1984S400M
M,400M Men,Los Angeles,1984,B,Antonio MCKAY,USA,44.71,400M,44.71,MLos Angeles1984B400M
M,400M Men,Montreal,1976,G,Alberto JUANTORENA,CUB,44.26,400M,44.26,MMontreal1976G400M
M,400M Men,Montreal,1976,S,Frederick Vaughn NEWHOUSE,USA,44.4,400M,44.4,MMontreal1976S400M
M,400M Men,Montreal,1976,B,Herman Ronald FRAZIER,USA,44.95,400M,44.95,MMontreal1976B400M
M,400M Men,Mexico,1968,G,Lee EVANS,USA,43.8,400M,43.8,MMexico1968G400M
M,400M Men,Mexico,1968,S,Larry JAMES,USA,43.9,400M,43.9,MMexico1968S400M
M,400M Men,Mexico,1968,B,Ron FREEMAN,USA,44.4,400M,44.4,MMexico1968B400M
M,400M Men,Rome,1960,G,Otis DAVIS,USA,44.9,400M,44.9,MRome1960G400M
M,400M Men,Rome,1960,S,Carl KAUFMANN,EUA,44.9,400M,44.9,MRome1960S400M
M,400M Men,Rome,1960,B,Malcolm SPENCE,RSA,45.5,400M,45.5,MRome1960B400M
M,400M Men,Helsinki,1952,G,George RHODEN,JAM,45.9,400M,45.9,MHelsinki1952G400M
M,400M Men,Helsinki,1952,S,Herbert MCKENLEY,JAM,45.9,400M,45.9,MHelsinki1952S400M
M,400M Men,Helsinki,1952,B,Ollie MATSON,USA,46.8,400M,46.8,MHelsinki1952B400M
M,400M Men,Berlin,1936,G,Archibald Franklin WILLIAMS,USA,46.5,400M,46.5,MBerlin1936G400M
M,400M Men,Berlin,1936,S,Godfrey BROWN,GBR,46.7,400M,46.7,MBerlin1936S400M
M,400M Men,Berlin,1936,B,James Ellis LU VALLE,USA,46.8,400M,46.8,MBerlin1936B400M
M,400M Men,Amsterdam,1928,G,Raymond James BARBUTI,USA,47.8,400M,47.8,MAmsterdam1928G400M
M,400M Men,Amsterdam,1928,S,James BALL,CAN,48,400M,48,MAmsterdam1928S400M
M,400M Men,Amsterdam,1928,B,Joachim BÃCHNER,GER,48.2,400M,48.2,MAmsterdam1928B400M
M,400M Men,Antwerp,1920,G,Bevil RUDD,RSA,00:00:50,400M,50,MAntwerp1920G400M
M,400M Men,Antwerp,1920,S,Guy BUTLER,GBR,00:00:50,400M,50,MAntwerp1920S400M
M,400M Men,Antwerp,1920,B,Nils ENGDAHL,SWE,00:00:50,400M,50,MAntwerp1920B400M
M,400M Men,London,1908,G,Wyndham HALSWELLE,GBR,50,400M,50,MLondon1908G400M
M,400M Men,Paris,1900,G,Maxwell Warburn LONG,USA,49.4,400M,49.4,MParis1900G400M
M,400M Men,Paris,1900,S,William HOLLAND,USA,49.6,400M,49.6,MParis1900S400M
M,400M Men,Paris,1900,B,Ernst SCHULTZ,DEN,None,400M,0,MParis1900B400M
M,400M Men,London,2012,G,Kirani JAMES,GRN,43.94,400M,43.94,MLondon2012G400M
M,400M Men,London,2012,S,Luguelin SANTOS,DOM,44.46,400M,44.46,MLondon2012S400M
M,400M Men,London,2012,B,Lalonde GORDON,TTO,44.52,400M,44.52,MLondon2012B400M
M,400M Men,Athens,2004,G,Jeremy WARINER,USA,44,400M,44,MAthens2004G400M
M,400M Men,Athens,2004,S,Otis HARRIS,USA,44.16,400M,44.16,MAthens2004S400M
M,400M Men,Athens,2004,B,Derrick BREW,USA,44.42,400M,44.42,MAthens2004B400M
M,400M Men,Atlanta,1996,G,Michael JOHNSON,USA,43.49,400M,43.49,MAtlanta1996G400M
M,400M Men,Atlanta,1996,S,Roger BLACK,GBR,44.41,400M,44.41,MAtlanta1996S400M
M,400M Men,Atlanta,1996,B,Davis KAMOGA,UGA,44.53,400M,44.53,MAtlanta1996B400M
M,400M Men,Moscow,1980,G,Viktor MARKIN,URS,44.6,400M,44.6,MMoscow1980G400M
M,400M Men,Moscow,1980,S,Rick MITCHELL,AUS,44.84,400M,44.84,MMoscow1980S400M
M,400M Men,Moscow,1980,B,Frank SCHAFFER,GDR,44.87,400M,44.87,MMoscow1980B400M
M,400M Men,Munich,1972,G,Vince MATTHEWS,USA,44.66,400M,44.66,MMunich1972G400M
M,400M Men,Munich,1972,S,Wayne COLLETT,USA,44.8,400M,44.8,MMunich1972S400M
M,400M Men,Munich,1972,B,Julius SANG,KEN,44.92,400M,44.92,MMunich1972B400M
M,400M Men,Tokyo,1964,G,Mike LARRABEE,USA,45.1,400M,45.1,MTokyo1964G400M
M,400M Men,Tokyo,1964,S,Wendell MOTTLEY,TTO,45.2,400M,45.2,MTokyo1964S400M
M,400M Men,Tokyo,1964,B,Andrzej BADENSKI,POL,45.6,400M,45.6,MTokyo1964B400M
M,400M Men,Melbourne / Stockholm,1956,G,Charles JENKINS,USA,46.7,400M,46.7,MMelbourne / Stockholm1956G400M
M,400M Men,Melbourne / Stockholm,1956,S,Karl-Friedrich HAAS,EUA,46.8,400M,46.8,MMelbourne / Stockholm1956S400M
M,400M Men,Melbourne / Stockholm,1956,B,Voitto HELLSTEN,FIN,47,400M,47,MMelbourne / Stockholm1956B400M
M,400M Men,Melbourne / Stockholm,1956,B,Ardalion IGNATYEV,URS,47,400M,47,MMelbourne / Stockholm1956B400M
M,400M Men,London,1948,G,Arthur WINT,JAM,46.2,400M,46.2,MLondon1948G400M
M,400M Men,London,1948,S,Herbert MCKENLEY,JAM,46.4,400M,46.4,MLondon1948S400M
M,400M Men,London,1948,B,Mal WHITFIELD,USA,46.9,400M,46.9,MLondon1948B400M
M,400M Men,Los Angeles,1932,G,William Arthur CARR,USA,46.2,400M,46.2,MLos Angeles1932G400M
M,400M Men,Los Angeles,1932,S,Benjamin Bangs EASTMAN,USA,46.4,400M,46.4,MLos Angeles1932S400M
M,400M Men,Los Angeles,1932,B,Alex WILSON,CAN,47.4,400M,47.4,MLos Angeles1932B400M
M,400M Men,Paris,1924,G,Eric LIDDELL,GBR,47.6,400M,47.6,MParis1924G400M
M,400M Men,Paris,1924,S,Horatio FITCH,USA,48.4,400M,48.4,MParis1924S400M
M,400M Men,Paris,1924,B,Guy BUTLER,GBR,48.6,400M,48.6,MParis1924B400M
M,400M Men,Stockholm,1912,G,Charles REIDPATH,USA,00:00:48,400M,48,MStockholm1912G400M
M,400M Men,Stockholm,1912,S,Hanns BRAUN,GER,00:00:48,400M,48,MStockholm1912S400M
M,400M Men,Stockholm,1912,B,Edward LINDBERG,USA,00:00:48,400M,48,MStockholm1912B400M
M,400M Men,St Louis,1904,G,Harry HILLMAN,USA,49.2,400M,49.2,MSt Louis1904G400M
M,400M Men,St Louis,1904,S,Frank WALLER,USA,49.9,400M,49.9,MSt Louis1904S400M
M,400M Men,St Louis,1904,B,Herman GROMAN,USA,50,400M,50,MSt Louis1904B400M
M,400M Men,Athens,1896,G,Thomas BURKE,USA,54.2,400M,54.2,MAthens1896G400M
M,400M Men,Athens,1896,S,Herbert JAMISON,USA,55.2,400M,55.2,MAthens1896S400M
M,400M Men,Athens,1896,B,Charles GMELIN,GBR,55.6,400M,55.6,MAthens1896B400M
M,4X100M Relay Men,Rio,2016,G,null,JAM,37.27,4X100M Relay,37.27,MRio2016G4X100M Relay
M,4X100M Relay Men,Rio,2016,S,null,JPN,37.6,4X100M Relay,37.6,MRio2016S4X100M Relay
M,4X100M Relay Men,Rio,2016,B,null,CAN,37.64,4X100M Relay,37.64,MRio2016B4X100M Relay
M,4X100M Relay Men,Beijing,2008,S,null,TTO,38.06,4X100M Relay,38.06,MBeijing2008S4X100M Relay
M,4X100M Relay Men,Beijing,2008,B,null,JPN,38.15,4X100M Relay,38.15,MBeijing2008B4X100M Relay
M,4X100M Relay Men,Sydney,2000,G,null,USA,37.61,4X100M Relay,37.61,MSydney2000G4X100M Relay
M,4X100M Relay Men,Sydney,2000,S,null,BRA,37.9,4X100M Relay,37.9,MSydney2000S4X100M Relay
M,4X100M Relay Men,Sydney,2000,B,null,CUB,38.04,4X100M Relay,38.04,MSydney2000B4X100M Relay
M,4X100M Relay Men,Barcelona,1992,G,null,USA,37.4,4X100M Relay,37.4,MBarcelona1992G4X100M Relay
M,4X100M Relay Men,Barcelona,1992,S,null,NGR,37.98,4X100M Relay,37.98,MBarcelona1992S4X100M Relay
M,4X100M Relay Men,Barcelona,1992,B,null,CUB,38,4X100M Relay,38,MBarcelona1992B4X100M Relay
M,4X100M Relay Men,Los Angeles,1984,G,null,USA,37.83,4X100M Relay,37.83,MLos Angeles1984G4X100M Relay
M,4X100M Relay Men,Los Angeles,1984,S,null,JAM,38.62,4X100M Relay,38.62,MLos Angeles1984S4X100M Relay
M,4X100M Relay Men,Los Angeles,1984,B,null,CAN,38.7,4X100M Relay,38.7,MLos Angeles1984B4X100M Relay
M,4X100M Relay Men,Montreal,1976,G,null,USA,38.33,4X100M Relay,38.33,MMontreal1976G4X100M Relay
M,4X100M Relay Men,Montreal,1976,S,null,GDR,38.66,4X100M Relay,38.66,MMontreal1976S4X100M Relay
M,4X100M Relay Men,Montreal,1976,B,null,URS,38.78,4X100M Relay,38.78,MMontreal1976B4X100M Relay
M,4X100M Relay Men,Mexico,1968,G,null,USA,38.2,4X100M Relay,38.2,MMexico1968G4X100M Relay
M,4X100M Relay Men,Mexico,1968,S,null,CUB,38.3,4X100M Relay,38.3,MMexico1968S4X100M Relay
M,4X100M Relay Men,Mexico,1968,B,null,FRA,38.4,4X100M Relay,38.4,MMexico1968B4X100M Relay
M,4X100M Relay Men,Rome,1960,G,null,EUA,39.5,4X100M Relay,39.5,MRome1960G4X100M Relay
M,4X100M Relay Men,Rome,1960,S,null,URS,40.1,4X100M Relay,40.1,MRome1960S4X100M Relay
M,4X100M Relay Men,Rome,1960,B,null,GBR,40.2,4X100M Relay,40.2,MRome1960B4X100M Relay
M,4X100M Relay Men,Helsinki,1952,G,null,USA,40.1,4X100M Relay,40.1,MHelsinki1952G4X100M Relay
M,4X100M Relay Men,Helsinki,1952,S,null,URS,40.3,4X100M Relay,40.3,MHelsinki1952S4X100M Relay
M,4X100M Relay Men,Helsinki,1952,B,null,HUN,40.5,4X100M Relay,40.5,MHelsinki1952B4X100M Relay
M,4X100M Relay Men,Berlin,1936,G,null,USA,39.8,4X100M Relay,39.8,MBerlin1936G4X100M Relay
M,4X100M Relay Men,Berlin,1936,S,null,ITA,41.1,4X100M Relay,41.1,MBerlin1936S4X100M Relay
M,4X100M Relay Men,Berlin,1936,B,null,GER,41.2,4X100M Relay,41.2,MBerlin1936B4X100M Relay
M,4X100M Relay Men,Amsterdam,1928,G,null,USA,41,4X100M Relay,41,MAmsterdam1928G4X100M Relay
M,4X100M Relay Men,Amsterdam,1928,S,null,GER,None,4X100M Relay,0,MAmsterdam1928S4X100M Relay
M,4X100M Relay Men,Amsterdam,1928,B,null,GBR,None,4X100M Relay,0,MAmsterdam1928B4X100M Relay
M,4X100M Relay Men,Antwerp,1920,G,null,USA,00:00:42,4X100M Relay,42,MAntwerp1920G4X100M Relay
M,4X100M Relay Men,Antwerp,1920,S,null,FRA,00:00:43,4X100M Relay,43,MAntwerp1920S4X100M Relay
M,4X100M Relay Men,Antwerp,1920,B,null,SWE,00:00:43,4X100M Relay,43,MAntwerp1920B4X100M Relay
M,4X100M Relay Men,London,2012,G,null,JAM,36.84,4X100M Relay,36.84,MLondon2012G4X100M Relay
M,4X100M Relay Men,London,2012,S,null,TTO,38.12,4X100M Relay,38.12,MLondon2012S4X100M Relay
M,4X100M Relay Men,London,2012,B,null,FRA,38.16,4X100M Relay,38.16,MLondon2012B4X100M Relay
M,4X100M Relay Men,Athens,2004,G,null,GBR,38.07,4X100M Relay,38.07,MAthens2004G4X100M Relay
M,4X100M Relay Men,Athens,2004,S,null,USA,38.08,4X100M Relay,38.08,MAthens2004S4X100M Relay
M,4X100M Relay Men,Athens,2004,B,null,NGR,38.23,4X100M Relay,38.23,MAthens2004B4X100M Relay
M,4X100M Relay Men,Atlanta,1996,G,null,CAN,37.69,4X100M Relay,37.69,MAtlanta1996G4X100M Relay
M,4X100M Relay Men,Atlanta,1996,S,null,USA,38.05,4X100M Relay,38.05,MAtlanta1996S4X100M Relay
M,4X100M Relay Men,Atlanta,1996,B,null,BRA,38.41,4X100M Relay,38.41,MAtlanta1996B4X100M Relay
