Gender,Event M/W,Location,Year,Medal,Name,Nationality,Result,Event,Time_Cleaned,MixMatch
W,20Km Race Walk Women,Sydney,2000,G,Liping WANG,CHN,01h29:05,20Km Race Walk,01:29:05,WSydney2000G20Km Race Walk
W,20Km Race Walk Women,Sydney,2000,G,Liping WANG,CHN,01h29:05,20Km Race Walk,01:29:05,WSydney2000G20Km Race Walk
W,20Km Race Walk Women,Sydney,2000,S,Kjersti PLAETZER,NOR,01h29:33,20Km Race Walk,01:29:33,WSydney2000S20Km Race Walk
W,20Km Race Walk Women,Sydney,2000,B,Maria VASCO,ESP,01h30:23,20Km Race Walk,01:30:23,WSydney2000B20Km Race Walk
W,20Km Race Walk Women,London,2012,G,Elena LASHMANOVA,RUS,01:25:02,20Km Race Walk,5102,WLondon2012G20Km Race Walk
W,20Km Race Walk Women,London,2012,B,Shenjie QIEYANG,CHN,01:25:16,20Km Race Walk,5116,WLondon2012B20Km Race Walk
W,20Km Race Walk Women,Athens,2004,G,Athanasia TSOUMELEKA,GRE,1h29:12,20Km Race Walk,01:29:12,WAthens2004G20Km Race Walk
W,20Km Race Walk Women,Athens,2004,S,Olimpiada IVANOVA,RUS,1h29:16,20Km Race Walk,01:29:16,WAthens2004S20Km Race Walk
W,20Km Race Walk Women,Athens,2004,B,Jane SAVILLE,AUS,1h29:25,20Km Race Walk,01:29:25,WAthens2004B20Km Race Walk
W,3000M Steeplechase Women,Rio,2016,G,Ruth JEBET,BRN,00:09:00,3000M Steeplechase,540,WRio2016G3000M Steeplechase
W,3000M Steeplechase Women,Rio,2016,S,Hyvin Kiyeng JEPKEMOI,KEN,00:09:07,3000M Steeplechase,547,WRio2016S3000M Steeplechase
W,3000M Steeplechase Women,Rio,2016,B,Emma COBURN,USA,00:09:08,3000M Steeplechase,548,WRio2016B3000M Steeplechase
W,3000M Steeplechase Women,Beijing,2008,G,Gulnara SAMITOVA,RUS,00:08:59,3000M Steeplechase,539,WBeijing2008G3000M Steeplechase
W,3000M Steeplechase Women,Beijing,2008,S,Eunice JEPKORIR,KEN,00:09:07,3000M Steeplechase,547,WBeijing2008S3000M Steeplechase
W,3000M Steeplechase Women,London,2012,G,Habiba GHRIBI,TUN,00:09:08,3000M Steeplechase,548,WLondon2012G3000M Steeplechase
W,3000M Steeplechase Women,London,2012,S,Sofia ASSEFA,ETH,00:09:10,3000M Steeplechase,550,WLondon2012S3000M Steeplechase
W,3000M Steeplechase Women,London,2012,B,Milcah Chemos CHEYWA,KEN,00:09:10,3000M Steeplechase,550,WLondon2012B3000M Steeplechase
W,400M Hurdles Women,Rio,2016,G,Dalilah MUHAMMAD,USA,53.13,400M Hurdles,53.13,WRio2016G400M Hurdles
W,400M Hurdles Women,Rio,2016,S,Sara Slott PETERSEN,DEN,53.55,400M Hurdles,53.55,WRio2016S400M Hurdles
W,400M Hurdles Women,Rio,2016,B,Ashley SPENCER,USA,53.72,400M Hurdles,53.72,WRio2016B400M Hurdles
W,400M Hurdles Women,Beijing,2008,G,Melaine WALKER,JAM,52.64,400M Hurdles,52.64,WBeijing2008G400M Hurdles
W,400M Hurdles Women,Beijing,2008,S,Sheena TOSTA,USA,53.7,400M Hurdles,53.7,WBeijing2008S400M Hurdles
W,400M Hurdles Women,Beijing,2008,B,Natasha DANVERS,GBR,53.84,400M Hurdles,53.84,WBeijing2008B400M Hurdles
W,400M Hurdles Women,Sydney,2000,G,Irina PRIVALOVA,RUS,53.02,400M Hurdles,53.02,WSydney2000G400M Hurdles
W,400M Hurdles Women,Sydney,2000,S,Deon Marie HEMMINGS,JAM,53.45,400M Hurdles,53.45,WSydney2000S400M Hurdles
W,400M Hurdles Women,Sydney,2000,B,Nezha BIDOUANE,MAR,53.57,400M Hurdles,53.57,WSydney2000B400M Hurdles
W,400M Hurdles Women,Barcelona,1992,G,Sally GUNNELL,GBR,53.23,400M Hurdles,53.23,WBarcelona1992G400M Hurdles
W,400M Hurdles Women,Barcelona,1992,S,Sandra FARMER-PATRICK,USA,53.69,400M Hurdles,53.69,WBarcelona1992S400M Hurdles
W,400M Hurdles Women,Barcelona,1992,B,Janeene VICKERS,USA,54.31,400M Hurdles,54.31,WBarcelona1992B400M Hurdles
W,400M Hurdles Women,Los Angeles,1984,G,Nawal EL MOUTAWAKEL,MAR,54.61,400M Hurdles,54.61,WLos Angeles1984G400M Hurdles
W,400M Hurdles Women,Los Angeles,1984,S,Judi BROWN,USA,55.2,400M Hurdles,55.2,WLos Angeles1984S400M Hurdles
W,400M Hurdles Women,Los Angeles,1984,B,Cristina COJOCARU,ROU,55.41,400M Hurdles,55.41,WLos Angeles1984B400M Hurdles
W,400M Hurdles Women,London,2012,G,Natalya ANTYUKH,RUS,52.7,400M Hurdles,52.7,WLondon2012G400M Hurdles
W,400M Hurdles Women,London,2012,S,Lashinda DEMUS,USA,52.77,400M Hurdles,52.77,WLondon2012S400M Hurdles
W,400M Hurdles Women,London,2012,B,Zuzana HEJNOVA,CZE,53.38,400M Hurdles,53.38,WLondon2012B400M Hurdles
W,400M Hurdles Women,Athens,2004,G,Fani KHALKIA,GRE,52.82,400M Hurdles,52.82,WAthens2004G400M Hurdles
W,400M Hurdles Women,Athens,2004,S,Ionela TIRLEA,ROU,53.38,400M Hurdles,53.38,WAthens2004S400M Hurdles
W,400M Hurdles Women,Athens,2004,B,Tetyana TERESHCHUK,UKR,53.44,400M Hurdles,53.44,WAthens2004B400M Hurdles
W,400M Hurdles Women,Atlanta,1996,G,Deon Marie HEMMINGS,JAM,52.82,400M Hurdles,52.82,WAtlanta1996G400M Hurdles
W,400M Hurdles Women,Atlanta,1996,S,Kim BATTEN,USA,53.08,400M Hurdles,53.08,WAtlanta1996S400M Hurdles
W,400M Hurdles Women,Atlanta,1996,B,Tonja BUFORD-BAILEY,USA,53.22,400M Hurdles,53.22,WAtlanta1996B400M Hurdles
W,400M Women,Rio,2016,G,Shaunae MILLER,BAH,49.44,400M,49.44,WRio2016G400M
W,400M Women,Rio,2016,S,Allyson FELIX,USA,49.51,400M,49.51,WRio2016S400M
W,400M Women,Rio,2016,B,Shericka JACKSON,JAM,49.85,400M,49.85,WRio2016B400M
W,400M Women,Beijing,2008,G,Christine OHURUOGU,GBR,49.62,400M,49.62,WBeijing2008G400M
W,400M Women,Beijing,2008,S,Shericka WILLIAMS,JAM,49.69,400M,49.69,WBeijing2008S400M
W,400M Women,Beijing,2008,B,Sanya RICHARDS-ROSS,USA,49.93,400M,49.93,WBeijing2008B400M
W,400M Women,Sydney,2000,G,Cathy FREEMAN,AUS,49.11,400M,49.11,WSydney2000G400M
W,400M Women,Sydney,2000,S,Lorraine FENTON,JAM,49.58,400M,49.58,WSydney2000S400M
W,400M Women,Sydney,2000,B,Katharine MERRY,GBR,49.72,400M,49.72,WSydney2000B400M
W,400M Women,Barcelona,1992,G,Marie-JosÃ© PÃREC,FRA,48.83,400M,48.83,WBarcelona1992G400M
W,400M Women,Barcelona,1992,S,Olga BRYZGINA,EUN,49.05,400M,49.05,WBarcelona1992S400M
W,400M Women,Barcelona,1992,B,Ximena RESTREPO,COL,49.64,400M,49.64,WBarcelona1992B400M
W,400M Women,Los Angeles,1984,G,Valerie BRISCO,USA,48.83,400M,48.83,WLos Angeles1984G400M
W,400M Women,Los Angeles,1984,S,Chandra CHEESEBOROUGH,USA,49.05,400M,49.05,WLos Angeles1984S400M
W,400M Women,Los Angeles,1984,B,Kathryn SMALLWOOD-COOK,GBR,49.42,400M,49.42,WLos Angeles1984B400M
W,400M Women,Montreal,1976,G,Irena KIRSZENSTEIN,POL,49.29,400M,49.29,WMontreal1976G400M
W,400M Women,Montreal,1976,S,Christina BREHMER-LATHAN,GDR,50.51,400M,50.51,WMontreal1976S400M
W,400M Women,Montreal,1976,B,Ellen STROPAHL-STREIDT,GDR,50.55,400M,50.55,WMontreal1976B400M
W,400M Women,Mexico,1968,G,Colette BESSON,FRA,52,400M,52,WMexico1968G400M
W,400M Women,Mexico,1968,S,Lillian BOARD,GBR,52.1,400M,52.1,WMexico1968S400M
W,400M Women,Mexico,1968,B,Natalya CHISTYAKOVA,URS,52.2,400M,52.2,WMexico1968B400M
W,400M Women,London,2012,G,Sanya RICHARDS-ROSS,USA,49.55,400M,49.55,WLondon2012G400M
W,400M Women,London,2012,S,Christine OHURUOGU,GBR,49.7,400M,49.7,WLondon2012S400M
W,400M Women,London,2012,B,DeeDee TROTTER,USA,49.72,400M,49.72,WLondon2012B400M
W,400M Women,Athens,2004,G,Tonique WILLIAMS-DARLING,BAH,49.41,400M,49.41,WAthens2004G400M
W,400M Women,Athens,2004,S,Ana GUEVARA,MEX,49.56,400M,49.56,WAthens2004S400M
W,400M Women,Athens,2004,B,Natalya ANTYUKH,RUS,49.89,400M,49.89,WAthens2004B400M
W,400M Women,Atlanta,1996,G,Marie-JosÃ© PÃREC,FRA,48.25,400M,48.25,WAtlanta1996G400M
W,400M Women,Atlanta,1996,S,Cathy FREEMAN,AUS,48.63,400M,48.63,WAtlanta1996S400M
W,400M Women,Atlanta,1996,B,Falilat OGUNKOYA,NGR,49.1,400M,49.1,WAtlanta1996B400M
W,400M Women,Moscow,1980,G,Marita KOCH,GDR,48.88,400M,48.88,WMoscow1980G400M
W,400M Women,Moscow,1980,S,Jarmila KRATOHVILOVA,TCH,49.46,400M,49.46,WMoscow1980S400M
W,400M Women,Moscow,1980,B,Christina BREHMER-LATHAN,GDR,49.66,400M,49.66,WMoscow1980B400M
W,400M Women,Munich,1972,G,Monika ZEHRT,GDR,51.08,400M,51.08,WMunich1972G400M
W,400M Women,Munich,1972,S,Rita JAHN,FRG,51.21,400M,51.21,WMunich1972S400M
W,400M Women,Munich,1972,B,Kathleen HAMMOND,USA,51.64,400M,51.64,WMunich1972B400M
W,400M Women,Tokyo,1964,G,Betty CUTHBERT,AUS,52,400M,52,WTokyo1964G400M
W,400M Women,Tokyo,1964,S,Ann PACKER,GBR,52.2,400M,52.2,WTokyo1964S400M
W,400M Women,Tokyo,1964,B,Judith Florence AMOORE-POLLOCK,AUS,53.4,400M,53.4,WTokyo1964B400M
W,4X100M Relay Women,Rio,2016,G,null,USA,41.01,4X100M Relay,41.01,WRio2016G4X100M Relay
W,4X100M Relay Women,Rio,2016,S,null,JAM,41.36,4X100M Relay,41.36,WRio2016S4X100M Relay
W,4X100M Relay Women,Rio,2016,B,null,GBR,41.77,4X100M Relay,41.77,WRio2016B4X100M Relay
W,4X100M Relay Women,Beijing,2008,G,null,BEL,42.54,4X100M Relay,42.54,WBeijing2008G4X100M Relay
W,4X100M Relay Women,Beijing,2008,S,null,NGR,43.04,4X100M Relay,43.04,WBeijing2008S4X100M Relay
W,4X100M Relay Women,Beijing,2008,B,null,BRA,43.14,4X100M Relay,43.14,WBeijing2008B4X100M Relay
W,4X100M Relay Women,Sydney,2000,G,null,BAH,41.95,4X100M Relay,41.95,WSydney2000G4X100M Relay
W,4X100M Relay Women,Sydney,2000,S,null,JAM,42.13,4X100M Relay,42.13,WSydney2000S4X100M Relay
W,4X100M Relay Women,Sydney,2000,B,null,USA,42.2,4X100M Relay,42.2,WSydney2000B4X100M Relay
W,4X100M Relay Women,Barcelona,1992,G,null,USA,42.11,4X100M Relay,42.11,WBarcelona1992G4X100M Relay
W,4X100M Relay Women,Barcelona,1992,S,null,EUN,42.16,4X100M Relay,42.16,WBarcelona1992S4X100M Relay
W,4X100M Relay Women,Barcelona,1992,B,null,NGR,42.81,4X100M Relay,42.81,WBarcelona1992B4X100M Relay
W,4X100M Relay Women,Los Angeles,1984,G,null,USA,41.65,4X100M Relay,41.65,WLos Angeles1984G4X100M Relay
W,4X100M Relay Women,Los Angeles,1984,S,null,CAN,42.77,4X100M Relay,42.77,WLos Angeles1984S4X100M Relay
W,4X100M Relay Women,Los Angeles,1984,B,null,GBR,43.11,4X100M Relay,43.11,WLos Angeles1984B4X100M Relay
W,4X100M Relay Women,Montreal,1976,G,null,GDR,42.55,4X100M Relay,42.55,WMontreal1976G4X100M Relay
W,4X100M Relay Women,Montreal,1976,S,null,FRG,42.59,4X100M Relay,42.59,WMontreal1976S4X100M Relay
W,4X100M Relay Women,Montreal,1976,B,null,URS,43.09,4X100M Relay,43.09,WMontreal1976B4X100M Relay
W,4X100M Relay Women,Mexico,1968,G,null,USA,42.8,4X100M Relay,42.8,WMexico1968G4X100M Relay
W,4X100M Relay Women,Mexico,1968,S,null,CUB,43.3,4X100M Relay,43.3,WMexico1968S4X100M Relay
W,4X100M Relay Women,Mexico,1968,B,null,URS,43.4,4X100M Relay,43.4,WMexico1968B4X100M Relay
W,4X100M Relay Women,Rome,1960,G,null,USA,44.5,4X100M Relay,44.5,WRome1960G4X100M Relay
W,4X100M Relay Women,Rome,1960,S,null,EUA,44.8,4X100M Relay,44.8,WRome1960S4X100M Relay
W,4X100M Relay Women,Rome,1960,B,null,POL,45,4X100M Relay,45,WRome1960B4X100M Relay
W,4X100M Relay Women,Helsinki,1952,G,null,USA,45.9,4X100M Relay,45.9,WHelsinki1952G4X100M Relay
W,4X100M Relay Women,Helsinki,1952,S,null,GER,45.9,4X100M Relay,45.9,WHelsinki1952S4X100M Relay
W,4X100M Relay Women,Helsinki,1952,B,null,GBR,46.2,4X100M Relay,46.2,WHelsinki1952B4X100M Relay
W,4X100M Relay Women,Berlin,1936,G,null,USA,46.9,4X100M Relay,46.9,WBerlin1936G4X100M Relay
W,4X100M Relay Women,Berlin,1936,S,null,GBR,47.6,4X100M Relay,47.6,WBerlin1936S4X100M Relay
W,4X100M Relay Women,Berlin,1936,B,null,CAN,47.8,4X100M Relay,47.8,WBerlin1936B4X100M Relay
W,4X100M Relay Women,Amsterdam,1928,G,null,CAN,48.4,4X100M Relay,48.4,WAmsterdam1928G4X100M Relay
W,4X100M Relay Women,Amsterdam,1928,S,null,USA,None,4X100M Relay,0,WAmsterdam1928S4X100M Relay
W,4X100M Relay Women,Amsterdam,1928,B,null,GER,None,4X100M Relay,0,WAmsterdam1928B4X100M Relay
W,4X100M Relay Women,London,2012,G,null,USA,40.82,4X100M Relay,40.82,WLondon2012G4X100M Relay
W,4X100M Relay Women,London,2012,S,null,JAM,41.41,4X100M Relay,41.41,WLondon2012S4X100M Relay
W,4X100M Relay Women,London,2012,B,null,UKR,42.04,4X100M Relay,42.04,WLondon2012B4X100M Relay
W,4X100M Relay Women,Athens,2004,G,null,JAM,41.73,4X100M Relay,41.73,WAthens2004G4X100M Relay
W,4X100M Relay Women,Athens,2004,S,null,RUS,42.27,4X100M Relay,42.27,WAthens2004S4X100M Relay
W,4X100M Relay Women,Athens,2004,B,null,FRA,42.54,4X100M Relay,42.54,WAthens2004B4X100M Relay
W,4X100M Relay Women,Atlanta,1996,G,null,USA,41.95,4X100M Relay,41.95,WAtlanta1996G4X100M Relay
W,4X100M Relay Women,Atlanta,1996,S,null,BAH,42.14,4X100M Relay,42.14,WAtlanta1996S4X100M Relay
W,4X100M Relay Women,Atlanta,1996,B,null,JAM,42.24,4X100M Relay,42.24,WAtlanta1996B4X100M Relay
W,4X100M Relay Women,Moscow,1980,G,null,GDR,41.6,4X100M Relay,41.6,WMoscow1980G4X100M Relay
W,4X100M Relay Women,Moscow,1980,S,null,URS,42.1,4X100M Relay,42.1,WMoscow1980S4X100M Relay
W,4X100M Relay Women,Moscow,1980,B,null,GBR,42.43,4X100M Relay,42.43,WMoscow1980B4X100M Relay
W,4X100M Relay Women,Munich,1972,G,null,FRG,42.81,4X100M Relay,42.81,WMunich1972G4X100M Relay
W,4X100M Relay Women,Munich,1972,S,null,GDR,42.95,4X100M Relay,42.95,WMunich1972S4X100M Relay
W,4X100M Relay Women,Munich,1972,B,null,CUB,43.36,4X100M Relay,43.36,WMunich1972B4X100M Relay
W,4X100M Relay Women,Tokyo,1964,G,null,POL,43.6,4X100M Relay,43.6,WTokyo1964G4X100M Relay
W,4X100M Relay Women,Tokyo,1964,S,null,USA,43.9,4X100M Relay,43.9,WTokyo1964S4X100M Relay
W,4X100M Relay Women,Tokyo,1964,B,null,GBR,44,4X100M Relay,44,WTokyo1964B4X100M Relay
W,4X100M Relay Women,Melbourne / Stockholm,1956,G,null,AUS,44.5,4X100M Relay,44.5,WMelbourne / Stockholm1956G4X100M Relay
W,4X100M Relay Women,Melbourne / Stockholm,1956,S,null,GBR,44.7,4X100M Relay,44.7,WMelbourne / Stockholm1956S4X100M Relay
W,4X100M Relay Women,Melbourne / Stockholm,1956,B,null,USA,44.9,4X100M Relay,44.9,WMelbourne / Stockholm1956B4X100M Relay
W,4X100M Relay Women,London,1948,G,null,NED,47.5,4X100M Relay,47.5,WLondon1948G4X100M Relay
W,4X100M Relay Women,London,1948,S,null,AUS,47.6,4X100M Relay,47.6,WLondon1948S4X100M Relay
W,4X100M Relay Women,London,1948,B,null,CAN,47.8,4X100M Relay,47.8,WLondon1948B4X100M Relay
W,4X100M Relay Women,Los Angeles,1932,G,null,USA,47,4X100M Relay,47,WLos Angeles1932G4X100M Relay
W,4X100M Relay Women,Los Angeles,1932,S,null,CAN,47,4X100M Relay,47,WLos Angeles1932S4X100M Relay
W,4X100M Relay Women,Los Angeles,1932,B,null,GBR,47.6,4X100M Relay,47.6,WLos Angeles1932B4X100M Relay
W,4X400M Relay Women,Rio,2016,G,null,USA,None,4X400M Relay,0,WRio2016G4X400M Relay
W,4X400M Relay Women,Rio,2016,S,null,JAM,None,4X400M Relay,0,WRio2016S4X400M Relay
W,4X400M Relay Women,Rio,2016,B,null,GBR,None,4X400M Relay,0,WRio2016B4X400M Relay
W,4X400M Relay Women,Beijing,2008,G,null,USA,00:03:19,4X400M Relay,199,WBeijing2008G4X400M Relay
W,4X400M Relay Women,Beijing,2008,B,null,JAM,00:03:20,4X400M Relay,200,WBeijing2008B4X400M Relay
W,4X400M Relay Women,Sydney,2000,G,null,USA,00:03:23,4X400M Relay,203,WSydney2000G4X400M Relay
W,4X400M Relay Women,Sydney,2000,S,null,JAM,00:03:23,4X400M Relay,203,WSydney2000S4X400M Relay
W,4X400M Relay Women,Sydney,2000,B,null,RUS,00:03:23,4X400M Relay,203,WSydney2000B4X400M Relay
W,4X400M Relay Women,Barcelona,1992,G,null,EUN,00:03:20,4X400M Relay,200,WBarcelona1992G4X400M Relay
W,4X400M Relay Women,Barcelona,1992,S,null,USA,00:03:21,4X400M Relay,201,WBarcelona1992S4X400M Relay
W,4X400M Relay Women,Barcelona,1992,B,null,GBR,00:03:24,4X400M Relay,204,WBarcelona1992B4X400M Relay
W,4X400M Relay Women,Los Angeles,1984,G,null,USA,00:03:18,4X400M Relay,198,WLos Angeles1984G4X400M Relay
W,4X400M Relay Women,Los Angeles,1984,S,null,CAN,00:03:21,4X400M Relay,201,WLos Angeles1984S4X400M Relay
W,4X400M Relay Women,Los Angeles,1984,B,null,FRG,00:03:23,4X400M Relay,203,WLos Angeles1984B4X400M Relay
W,4X400M Relay Women,Montreal,1976,G,null,GDR,00:03:19,4X400M Relay,199,WMontreal1976G4X400M Relay
W,4X400M Relay Women,Montreal,1976,S,null,USA,00:03:23,4X400M Relay,203,WMontreal1976S4X400M Relay
W,4X400M Relay Women,Montreal,1976,B,null,URS,00:03:24,4X400M Relay,204,WMontreal1976B4X400M Relay
W,4X400M Relay Women,London,2012,G,null,USA,00:03:17,4X400M Relay,197,WLondon2012G4X400M Relay
W,4X400M Relay Women,London,2012,S,null,JAM,00:03:21,4X400M Relay,201,WLondon2012S4X400M Relay
W,4X400M Relay Women,London,2012,B,null,UKR,00:03:24,4X400M Relay,204,WLondon2012B4X400M Relay
W,4X400M Relay Women,Athens,2004,G,null,USA,00:03:19,4X400M Relay,199,WAthens2004G4X400M Relay
W,4X400M Relay Women,Athens,2004,S,null,RUS,00:03:20,4X400M Relay,200,WAthens2004S4X400M Relay
W,4X400M Relay Women,Athens,2004,B,null,JAM,00:03:22,4X400M Relay,202,WAthens2004B4X400M Relay
W,4X400M Relay Women,Atlanta,1996,G,null,USA,00:03:21,4X400M Relay,201,WAtlanta1996G4X400M Relay
W,4X400M Relay Women,Atlanta,1996,S,null,NGR,00:03:21,4X400M Relay,201,WAtlanta1996S4X400M Relay
W,4X400M Relay Women,Atlanta,1996,B,null,GER,00:03:21,4X400M Relay,201,WAtlanta1996B4X400M Relay
W,4X400M Relay Women,Moscow,1980,G,null,URS,00:03:20,4X400M Relay,200,WMoscow1980G4X400M Relay
W,4X400M Relay Women,Moscow,1980,S,null,GDR,00:03:20,4X400M Relay,200,WMoscow1980S4X400M Relay
W,4X400M Relay Women,Moscow,1980,B,null,GBR,00:03:28,4X400M Relay,208,WMoscow1980B4X400M Relay
W,4X400M Relay Women,Munich,1972,G,null,GDR,00:03:23,4X400M Relay,203,WMunich1972G4X400M Relay
W,4X400M Relay Women,Munich,1972,S,null,USA,00:03:25,4X400M Relay,205,WMunich1972S4X400M Relay
W,4X400M Relay Women,Munich,1972,B,null,FRG,00:03:26,4X400M Relay,206,WMunich1972B4X400M Relay
W,5000M Women,Rio,2016,G,Vivian Jepkemoi CHERUIYOT,KEN,00:14:26,5000M,866,WRio2016G5000M
W,5000M Women,Rio,2016,S,Hellen Onsando OBIRI,KEN,00:14:30,5000M,870,WRio2016S5000M
W,5000M Women,Rio,2016,B,Almaz AYANA,ETH,00:14:34,5000M,874,WRio2016B5000M
W,5000M Women,Beijing,2008,G,Tirunesh DIBABA,ETH,00:15:41,5000M,941,WBeijing2008G5000M
W,5000M Women,Beijing,2008,S,Elvan ABEYLEGESSE,TUR,00:15:43,5000M,943,WBeijing2008S5000M
W,5000M Women,Beijing,2008,B,Meseret DEFAR,ETH,00:15:44,5000M,944,WBeijing2008B5000M
W,5000M Women,Sydney,2000,G,Gabriela SZABO,ROU,00:14:41,5000M,881,WSydney2000G5000M
W,5000M Women,Sydney,2000,S,Sonia O'SULLIVAN,IRL,00:14:41,5000M,881,WSydney2000S5000M
W,5000M Women,Sydney,2000,B,Gete WAMI,ETH,00:14:42,5000M,882,WSydney2000B5000M
W,5000M Women,London,2012,G,Meseret DEFAR,ETH,00:15:04,5000M,904,WLondon2012G5000M
W,5000M Women,London,2012,S,Vivian Jepkemoi CHERUIYOT,KEN,00:15:05,5000M,905,WLondon2012S5000M
W,5000M Women,London,2012,B,Tirunesh DIBABA,ETH,00:15:05,5000M,905,WLondon2012B5000M
W,5000M Women,Athens,2004,G,Meseret DEFAR,ETH,00:14:46,5000M,886,WAthens2004G5000M
W,5000M Women,Athens,2004,S,Isabella OCHICHI,KEN,00:14:48,5000M,888,WAthens2004S5000M
W,5000M Women,Athens,2004,B,Tirunesh DIBABA,ETH,00:14:52,5000M,892,WAthens2004B5000M
W,5000M Women,Atlanta,1996,G,Junxia WANG,CHN,00:15:00,5000M,900,WAtlanta1996G5000M
W,5000M Women,Atlanta,1996,S,Pauline KONGA,KEN,00:15:03,5000M,903,WAtlanta1996S5000M
W,5000M Women,Atlanta,1996,B,Roberta BRUNET,ITA,00:15:08,5000M,908,WAtlanta1996B5000M
W,800M Women,Rio,2016,G,Caster SEMENYA,RSA,00:01:55,800M,115,WRio2016G800M
W,800M Women,Rio,2016,S,Francine NIYONSABA,BDI,00:01:56,800M,116,WRio2016S800M
W,800M Women,Rio,2016,B,Margaret Nyairera WAMBUI,KEN,00:01:57,800M,117,WRio2016B800M
W,800M Women,Beijing,2008,G,Pamela JELIMO,KEN,00:01:55,800M,115,WBeijing2008G800M
W,800M Women,Beijing,2008,S,Janeth Jepkosgei BUSIENEI,KEN,00:01:56,800M,116,WBeijing2008S800M
W,800M Women,Beijing,2008,B,Hasna BENHASSI,MAR,00:01:57,800M,117,WBeijing2008B800M
W,800M Women,Sydney,2000,G,Maria MUTOLA,MOZ,00:01:56,800M,116,WSydney2000G800M
W,800M Women,Sydney,2000,S,Stephanie GRAF,AUT,00:01:57,800M,117,WSydney2000S800M
W,800M Women,Sydney,2000,B,Kelly HOLMES,GBR,00:01:57,800M,117,WSydney2000B800M
W,800M Women,Barcelona,1992,G,Ellen VAN LANGEN,NED,00:01:56,800M,116,WBarcelona1992G800M
W,800M Women,Barcelona,1992,S,Liliya NURUTDINOVA,EUN,00:01:56,800M,116,WBarcelona1992S800M
W,800M Women,Barcelona,1992,B,Ana Fidelia QUIROT,CUB,00:01:57,800M,117,WBarcelona1992B800M
W,800M Women,Los Angeles,1984,G,Doina MELINTE,ROU,00:01:58,800M,118,WLos Angeles1984G800M
W,800M Women,Los Angeles,1984,S,Kim GALLAGHER,USA,00:01:59,800M,119,WLos Angeles1984S800M
W,800M Women,Los Angeles,1984,B,Fita LOVIN,ROU,00:01:59,800M,119,WLos Angeles1984B800M
W,800M Women,Montreal,1976,G,Tatiana KAZANKINA,URS,00:01:55,800M,115,WMontreal1976G800M
W,800M Women,Montreal,1976,S,Nikolina CHTEREVA,BUL,00:01:55,800M,115,WMontreal1976S800M
W,800M Women,Montreal,1976,B,Elfi ZINN,GDR,00:01:56,800M,116,WMontreal1976B800M
W,800M Women,Mexico,1968,G,Madeline MANNING-JACKSON,USA,00:02:01,800M,121,WMexico1968G800M
W,800M Women,Mexico,1968,S,Ileana SILAI,ROU,00:02:02,800M,122,WMexico1968S800M
W,800M Women,Mexico,1968,B,Maria GOMMERS,NED,00:02:03,800M,123,WMexico1968B800M
W,800M Women,Rome,1960,G,Lyudmila SHEVTSOVA,URS,00:02:04,800M,124,WRome1960G800M
W,800M Women,Rome,1960,S,Brenda JONES,AUS,00:02:04,800M,124,WRome1960S800M
W,800M Women,Rome,1960,B,Ursula DONATH,EUA,00:02:06,800M,126,WRome1960B800M
W,800M Women,London,2012,G,Mariya SAVINOVA,RUS,00:01:56,800M,116,WLondon2012G800M
W,800M Women,London,2012,S,Caster SEMENYA,RSA,00:01:57,800M,117,WLondon2012S800M
W,800M Women,London,2012,B,Ekaterina POISTOGOVA,RUS,00:01:58,800M,118,WLondon2012B800M
W,800M Women,Athens,2004,G,Kelly HOLMES,GBR,00:01:56,800M,116,WAthens2004G800M
W,800M Women,Athens,2004,S,Hasna BENHASSI,MAR,00:01:56,800M,116,WAthens2004S800M
W,800M Women,Athens,2004,B,Jolanda CEPLAK,SLO,00:01:56,800M,116,WAthens2004B800M
W,800M Women,Atlanta,1996,G,Svetlana MASTERKOVA,RUS,00:01:58,800M,118,WAtlanta1996G800M
W,800M Women,Atlanta,1996,S,Ana Fidelia QUIROT,CUB,00:01:58,800M,118,WAtlanta1996S800M
W,800M Women,Atlanta,1996,B,Maria MUTOLA,MOZ,00:01:59,800M,119,WAtlanta1996B800M
W,800M Women,Moscow,1980,G,Nadezhda OLIZARENKO,URS,00:01:54,800M,114,WMoscow1980G800M
W,800M Women,Moscow,1980,S,Olga MINEEVA,URS,00:01:55,800M,115,WMoscow1980S800M
W,800M Women,Moscow,1980,B,Tatiana PROVIDOKHINA,URS,00:01:56,800M,116,WMoscow1980B800M
W,800M Women,Munich,1972,G,Hildegard FALCK,FRG,00:01:59,800M,119,WMunich1972G800M
W,800M Women,Munich,1972,S,Niole SABAITE,URS,00:01:59,800M,119,WMunich1972S800M
W,800M Women,Munich,1972,B,Gunhild HOFFMEISTER,GDR,00:01:59,800M,119,WMunich1972B800M
W,800M Women,Tokyo,1964,G,Ann PACKER,GBR,00:02:01,800M,121,WTokyo1964G800M
W,800M Women,Tokyo,1964,S,Maryvonne DUPUREUR,FRA,00:02:02,800M,122,WTokyo1964S800M
W,800M Women,Tokyo,1964,B,Ann Marise CHAMBERLAIN,NZL,00:02:03,800M,123,WTokyo1964B800M
W,800M Women,Amsterdam,1928,G,"Karoline ""Lina"" RADKE",GER,00:02:17,800M,137,WAmsterdam1928G800M
W,800M Women,Amsterdam,1928,S,Kinue HITOMI,JPN,None,800M,0,WAmsterdam1928S800M
